Calibration_1,AccX_1,AccY_1,AccZ_1,Roll_1,Pitch_1,Yaw_1,QuatW_1,QuatX_1,QuatY_1,QuatZ_1,Calibration_2,AccX_2,AccY_2,AccZ_2,Roll_2,Pitch_2,Yaw_2,QuatW_2,QuatX_2,QuatY_2,QuatZ_2
0.0,293.31,20.37,13.56,293.31,20.37,13.56,0.81,0.03,-0.2,0.54,0.0,22.69,31.06,-107.69,22.69,31.06,-107.69,0.6,0.58,-0.55,-0.12
0.0,292.5,20.44,6.06,292.5,20.44,6.06,0.82,0.06,-0.16,0.54,0.0,23.69,30.0,-107.0,23.69,30.0,-107.0,0.6,0.58,-0.54,-0.13
0.0,294.75,13.94,3.56,294.75,13.94,3.56,0.85,0.02,-0.1,0.52,0.0,23.37,29.81,-106.19,23.37,29.81,-106.19,0.6,0.58,-0.53,-0.12
0.0,301.63,4.06,4.94,301.63,4.06,4.94,0.88,-0.04,-0.03,0.47,0.0,22.44,29.81,-106.12,22.44,29.81,-106.12,0.6,0.58,-0.53,-0.12
0.0,310.06,-3.5,9.94,310.06,-3.5,9.94,0.91,-0.12,-0.01,0.39,0.0,21.69,29.87,-105.75,21.69,29.87,-105.75,0.61,0.59,-0.52,-0.12
0.0,317.75,-4.69,19.94,317.75,-4.69,19.94,0.92,-0.21,-0.04,0.33,0.0,21.69,29.69,-104.94,21.69,29.69,-104.94,0.61,0.59,-0.52,-0.12
0.0,324.56,-2.31,32.94,324.56,-2.31,32.94,0.91,-0.31,-0.08,0.28,0.0,22.87,28.87,-104.44,22.87,28.87,-104.44,0.61,0.59,-0.51,-0.12
0.0,328.25,-1.0,44.5,328.25,-1.0,44.5,0.89,-0.39,-0.1,0.24,0.0,24.25,28.0,-104.0,24.25,28.0,-104.0,0.61,0.59,-0.51,-0.13
0.0,332.75,0.25,52.13,332.75,0.25,52.13,0.87,-0.44,-0.11,0.21,0.0,26.69,26.75,-102.81,26.69,26.75,-102.81,0.62,0.59,-0.5,-0.15
0.0,335.31,1.5,54.31,335.31,1.5,54.31,0.87,-0.44,-0.11,0.19,0.0,29.5,25.44,-102.06,29.5,25.44,-102.06,0.62,0.58,-0.5,-0.16
