Calibration_1,AccX_1,AccY_1,AccZ_1,Roll_1,Pitch_1,Yaw_1,QuatW_1,QuatX_1,QuatY_1,QuatZ_1,Calibration_2,AccX_2,AccY_2,AccZ_2,Roll_2,Pitch_2,Yaw_2,QuatW_2,QuatX_2,QuatY_2,QuatZ_2
0.0,71.94,-18.25,22.25,71.94,-18.25,22.25,0.79,-0.05,0.24,-0.57,0.0,139.5,21.87,17.25,139.5,21.87,17.25,0.33,-0.23,0.06,-0.91
0.0,71.87,-18.37,20.44,71.87,-18.37,20.44,0.79,-0.04,0.23,-0.57,0.0,140.63,20.44,15.25,140.63,20.44,15.25,0.33,-0.21,0.06,-0.92
0.0,71.62,-18.69,19.31,71.62,-18.69,19.31,0.79,-0.03,0.23,-0.57,0.0,141.25,17.25,14.56,141.25,17.25,14.56,0.32,-0.18,0.07,-0.93
0.0,71.94,-19.25,18.87,71.94,-19.25,18.87,0.79,-0.03,0.23,-0.57,0.0,141.5,15.44,13.25,141.5,15.44,13.25,0.32,-0.16,0.06,-0.93
0.0,72.56,-19.56,18.25,72.56,-19.56,18.25,0.78,-0.02,0.23,-0.58,0.0,142.06,15.88,11.63,142.06,15.88,11.63,0.32,-0.16,0.04,-0.93
0.0,73.12,-19.69,17.94,73.12,-19.69,17.94,0.78,-0.01,0.23,-0.58,0.0,142.63,16.62,8.88,142.63,16.62,8.88,0.32,-0.16,0.02,-0.93
0.0,74.62,-20.69,17.87,74.62,-20.69,17.87,0.76,-0.0,0.24,-0.6,0.0,142.13,16.31,6.5,142.13,16.31,6.5,0.32,-0.15,0.0,-0.93
0.0,80.75,-25.06,20.62,80.75,-25.06,20.62,0.71,0.03,0.3,-0.64,3.0,141.75,16.0,4.69,141.75,16.0,4.69,0.32,-0.14,-0.01,-0.94
0.0,89.25,-32.63,30.31,89.25,-32.63,30.31,0.64,0.05,0.4,-0.65,3.0,142.0,16.06,2.94,142.0,16.06,2.94,0.32,-0.14,-0.03,-0.94
0.0,91.56,-38.13,38.0,91.56,-38.13,38.0,0.62,0.07,0.44,-0.64,3.0,142.38,16.31,0.19,142.38,16.31,0.19,0.32,-0.13,-0.05,-0.94
0.0,94.56,-40.88,39.5,94.56,-40.88,39.5,0.59,0.1,0.45,-0.66,3.0,141.94,16.25,-3.31,141.94,16.25,-3.31,0.33,-0.12,-0.08,-0.93
0.0,101.62,-42.25,43.63,101.62,-42.25,43.63,0.55,0.11,0.47,-0.68,3.0,140.75,14.81,-6.56,140.75,14.81,-6.56,0.33,-0.1,-0.1,-0.93
0.0,104.5,-44.06,51.06,104.5,-44.06,51.06,0.52,0.13,0.52,-0.67,3.0,139.19,12.06,-9.13,139.19,12.06,-9.13,0.35,-0.07,-0.11,-0.93
0.0,106.06,-45.81,52.44,106.06,-45.81,52.44,0.51,0.14,0.52,-0.67,3.0,138.19,9.81,-11.31,138.19,9.81,-11.31,0.35,-0.05,-0.12,-0.93
0.0,109.75,-46.63,52.19,109.75,-46.63,52.19,0.48,0.17,0.51,-0.69,3.0,137.88,8.94,-13.13,137.88,8.94,-13.13,0.36,-0.03,-0.13,-0.92
2.0,109.37,-47.56,51.13,109.37,-47.56,51.13,0.49,0.18,0.51,-0.69,3.0,137.75,8.13,-14.31,137.75,8.13,-14.31,0.36,-0.02,-0.14,-0.92
2.0,107.37,-49.13,51.13,107.37,-49.13,51.13,0.5,0.18,0.51,-0.68,3.0,137.44,7.19,-14.69,137.44,7.19,-14.69,0.36,-0.01,-0.14,-0.92
3.0,105.44,-50.75,49.0,105.44,-50.75,49.0,0.51,0.2,0.5,-0.67,3.0,136.94,5.75,-15.13,136.94,5.75,-15.13,0.36,0.0,-0.14,-0.92
3.0,103.75,-51.44,44.31,103.75,-51.44,44.31,0.53,0.21,0.47,-0.67,3.0,136.63,4.81,-16.12,136.63,4.81,-16.12,0.37,0.02,-0.15,-0.92
3.0,102.5,-51.5,39.06,102.5,-51.5,39.06,0.54,0.21,0.46,-0.67,3.0,136.0,4.06,-17.12,136.0,4.06,-17.12,0.37,0.03,-0.15,-0.92
3.0,100.75,-52.44,37.44,100.75,-52.44,37.44,0.55,0.22,0.45,-0.66,3.0,135.31,3.25,-18.0,135.31,3.25,-18.0,0.38,0.04,-0.16,-0.91
3.0,99.06,-51.38,29.75,99.06,-51.38,29.75,0.58,0.22,0.4,-0.67,3.0,134.5,2.19,-18.19,134.5,2.19,-18.19,0.38,0.05,-0.15,-0.91
3.0,96.87,-45.38,16.37,96.87,-45.38,16.37,0.61,0.21,0.32,-0.69,3.0,133.69,1.0,-18.0,133.69,1.0,-18.0,0.39,0.06,-0.15,-0.91
3.0,96.31,-39.69,10.63,96.31,-39.69,10.63,0.63,0.2,0.27,-0.7,3.0,132.94,-0.12,-17.81,132.94,-0.12,-17.81,0.39,0.06,-0.14,-0.91
3.0,95.5,-37.06,8.81,95.5,-37.06,8.81,0.64,0.19,0.26,-0.7,3.0,132.5,-1.37,-17.12,132.5,-1.37,-17.12,0.4,0.07,-0.13,-0.91
3.0,94.06,-34.31,6.19,94.06,-34.31,6.19,0.65,0.18,0.22,-0.7,3.0,131.75,-2.13,-16.69,131.75,-2.13,-16.69,0.41,0.08,-0.12,-0.9
3.0,94.12,-30.31,2.31,94.12,-30.31,2.31,0.66,0.18,0.18,-0.71,3.0,130.63,-2.94,-16.0,130.63,-2.94,-16.0,0.42,0.08,-0.11,-0.9
3.0,94.25,-27.75,1.75,94.25,-27.75,1.75,0.66,0.16,0.18,-0.71,3.0,130.13,-3.31,-15.19,130.13,-3.31,-15.19,0.42,0.08,-0.11,-0.9
3.0,92.37,-27.19,3.94,92.37,-27.19,3.94,0.67,0.15,0.19,-0.7,3.0,129.63,-3.38,-14.69,129.63,-3.38,-14.69,0.42,0.08,-0.1,-0.9
3.0,92.12,-26.37,4.75,92.12,-26.37,4.75,0.67,0.14,0.19,-0.7,3.0,129.13,-3.5,-14.31,129.13,-3.5,-14.31,0.43,0.08,-0.1,-0.89
3.0,93.56,-25.0,5.13,93.56,-25.0,5.13,0.67,0.13,0.18,-0.71,3.0,128.38,-3.63,-14.0,128.38,-3.63,-14.0,0.43,0.08,-0.09,-0.89
3.0,93.69,-23.87,6.5,93.69,-23.87,6.5,0.67,0.12,0.18,-0.71,3.0,127.94,-3.31,-13.5,127.94,-3.31,-13.5,0.44,0.07,-0.09,-0.89
3.0,93.0,-23.31,8.75,93.0,-23.31,8.75,0.67,0.1,0.19,-0.71,3.0,127.94,-2.31,-12.75,127.94,-2.31,-12.75,0.44,0.06,-0.09,-0.89
3.0,93.12,-22.94,9.69,93.12,-22.94,9.69,0.67,0.09,0.19,-0.71,3.0,127.44,-1.19,-12.13,127.44,-1.19,-12.13,0.44,0.06,-0.09,-0.89
3.0,94.5,-22.12,10.5,94.5,-22.12,10.5,0.66,0.08,0.2,-0.72,3.0,127.06,0.5,-11.13,127.06,0.5,-11.13,0.44,0.04,-0.09,-0.89
3.0,95.31,-21.75,12.19,95.31,-21.75,12.19,0.66,0.07,0.21,-0.72,3.0,128.06,3.13,-9.63,128.06,3.13,-9.63,0.44,0.01,-0.09,-0.9
3.0,96.0,-22.12,14.88,96.0,-22.12,14.88,0.65,0.06,0.23,-0.72,3.0,128.81,5.94,-8.44,128.81,5.94,-8.44,0.43,-0.02,-0.09,-0.9
